Phi[deg],Theta[deg],dB(RealizedGainTotal)
-51,144,-6.29895
-50,144,-6.27422
-49,144,-6.24957
-48,144,-6.22505
-47,144,-6.20069
-46,144,-6.17652
-45,144,-6.15257
-44,144,-6.12889
-43,144,-6.1055
-42,144,-6.08243
-41,144,-6.05973
-40,144,-6.03741
-39,144,-6.01551
-38,144,-5.99406
-37,144,-5.9731
-36,144,-5.95264
-35,144,-5.93272
-34,144,-5.91337
-33,144,-5.89461
-32,144,-5.87647
-31,144,-5.85898
-30,144,-5.84216
-29,144,-5.82603
-28,144,-5.81062
-27,144,-5.79596
-26,144,-5.78205
-25,144,-5.76894
-24,144,-5.75663
-23,144,-5.74514
-22,144,-5.7345
-21,144,-5.72472
-20,144,-5.71582
-19,144,-5.70781
-18,144,-5.70072
-17,144,-5.69454
-16,144,-5.68931
-15,144,-5.68502
-14,144,-5.6817
-13,144,-5.67935
-12,144,-5.67797
-11,144,-5.67759
-10,144,-5.6782
-9,144,-5.67981
-8,144,-5.68244
-7,144,-5.68607
-6,144,-5.69071
-5,144,-5.69638
-4,144,-5.70306
-3,144,-5.71076
-2,144,-5.71947
-1,144,-5.7292
0,144,-5.73994
1,144,-5.75169
2,144,-5.76443
3,144,-5.77818
4,144,-5.79291
5,144,-5.80862
6,144,-5.8253
7,144,-5.84295
8,144,-5.86154
9,144,-5.88107
10,144,-5.90153
11,144,-5.9229
12,144,-5.94516
13,144,-5.96831
14,144,-5.99233
15,144,-6.01719
16,144,-6.04288
17,144,-6.06939
18,144,-6.09668
19,144,-6.12476
20,144,-6.15358
21,144,-6.18314
22,144,-6.21341
23,144,-6.24436
24,144,-6.27598
25,144,-6.30825
26,144,-6.34112
27,144,-6.3746
28,144,-6.40863
29,144,-6.44321
30,144,-6.47831
31,144,-6.51389
32,144,-6.54993
33,144,-6.58641
34,144,-6.62329
35,144,-6.66055
36,144,-6.69816
37,144,-6.73608
38,144,-6.77429
39,144,-6.81275
40,144,-6.85144
41,144,-6.89032
42,144,-6.92936
43,144,-6.96853
44,144,-7.00779
45,144,-7.04711
46,144,-7.08645
47,144,-7.12579
48,144,-7.16508
49,144,-7.20428
50,144,-7.24337
51,144,-7.2823
52,144,-7.32103
53,144,-7.35953
54,144,-7.39775
55,144,-7.43566
56,144,-7.47322
57,144,-7.51038
58,144,-7.54711
59,144,-7.58336
60,144,-7.61909
61,144,-7.65426
62,144,-7.68883
63,144,-7.72275
64,144,-7.75599
65,144,-7.78849
66,144,-7.82021
67,144,-7.85112
68,144,-7.88118
69,144,-7.91033
70,144,-7.93854
71,144,-7.96577
72,144,-7.99197
73,144,-8.01711
74,144,-8.04116
75,144,-8.06406
76,144,-8.0858
77,144,-8.10632
78,144,-8.12561
79,144,-8.14362
80,144,-8.16033
81,144,-8.17571
82,144,-8.18973
83,144,-8.20237
84,144,-8.21361
85,144,-8.22343
86,144,-8.23181
87,144,-8.23873
88,144,-8.24418
89,144,-8.24815
90,144,-8.25063
91,144,-8.25163
92,144,-8.25113
93,144,-8.24913
94,144,-8.24564
95,144,-8.24066
96,144,-8.2342
97,144,-8.22627
98,144,-8.21688
99,144,-8.20605
100,144,-8.19379
101,144,-8.18012
102,144,-8.16506
103,144,-8.14864
104,144,-8.13088
105,144,-8.11181
106,144,-8.09145
107,144,-8.06985
108,144,-8.04702
109,144,-8.023
110,144,-7.99784
111,144,-7.97156
112,144,-7.9442
113,144,-7.9158
114,144,-7.8864
115,144,-7.85604
116,144,-7.82476
117,144,-7.79261
118,144,-7.75962
119,144,-7.72583
120,144,-7.6913
121,144,-7.65607
122,144,-7.62018
123,144,-7.58367
124,144,-7.54659
125,144,-7.50898
126,144,-7.47089
127,144,-7.43237
128,144,-7.39345
129,144,-7.35419
130,144,-7.31463
131,144,-7.27482
132,144,-7.23479
133,144,-7.1946
134,144,-7.15428
135,144,-7.11389
136,144,-7.07346
137,144,-7.03304
138,144,-6.99267
139,144,-6.95239
140,144,-6.91226
141,144,-6.8723
142,144,-6.83256
143,144,-6.79308
144,144,-6.7539
145,144,-6.71506
146,144,-6.67659
147,144,-6.63854
148,144,-6.60095
149,144,-6.56384
150,144,-6.52726
151,144,-6.49123
152,144,-6.4558
153,144,-6.42099
154,144,-6.38684
155,144,-6.35338
156,144,-6.32064
157,144,-6.28864
158,144,-6.25741
159,144,-6.22698
160,144,-6.19738
161,144,-6.16863
162,144,-6.14075
163,144,-6.11376
164,144,-6.08768
165,144,-6.06254
166,144,-6.03835
167,144,-6.01513
168,144,-5.99289
169,144,-5.97164
170,144,-5.95141
171,144,-5.93219
172,144,-5.91401
173,144,-5.89687
174,144,-5.88077
175,144,-5.86573
176,144,-5.85175
177,144,-5.83883
178,144,-5.82697
179,144,-5.81618
180,144,-5.80645
-180,145,-5.57931
-179,145,-5.57083
-178,145,-5.56336
-177,145,-5.55691
-176,145,-5.55146
-175,145,-5.54701
-174,145,-5.54357
-173,145,-5.54111
-172,145,-5.53962
-171,145,-5.53911
-170,145,-5.53956
-169,145,-5.54096
-168,145,-5.54329
-167,145,-5.54654
-166,145,-5.55069
-165,145,-5.55575
-164,145,-5.56167
-163,145,-5.56846
-162,145,-5.57609
-161,145,-5.58454
-160,145,-5.5938
-159,145,-5.60384
-158,145,-5.61465
-157,145,-5.62621
-156,145,-5.63849
-155,145,-5.65147
-154,145,-5.66513
-153,145,-5.67945
-152,145,-5.69441
-151,145,-5.70997
-150,145,-5.72612
-149,145,-5.74283
-148,145,-5.76007
-147,145,-5.77783
-146,145,-5.79607
-145,145,-5.81476
-144,145,-5.83389
-143,145,-5.85342
-142,145,-5.87332
-141,145,-5.89357
-140,145,-5.91414
-139,145,-5.935
-138,145,-5.95612
-137,145,-5.97747
-136,145,-5.99903
-135,145,-6.02075
-134,145,-6.04262
-133,145,-6.06459
-132,145,-6.08664
-131,145,-6.10875
-130,145,-6.13086
-129,145,-6.15296
-128,145,-6.17501
-127,145,-6.19698
-126,145,-6.21884
-125,145,-6.24055
-124,145,-6.26208
-123,145,-6.2834
-122,145,-6.30447
-121,145,-6.32527
-120,145,-6.34575
-119,145,-6.3659
-118,145,-6.38566
-117,145,-6.40502
-116,145,-6.42394
-115,145,-6.44238
-114,145,-6.46033
-113,145,-6.47773
-112,145,-6.49458
-111,145,-6.51083
-110,145,-6.52645
-109,145,-6.54143
-108,145,-6.55572
-107,145,-6.56931
-106,145,-6.58217
-105,145,-6.59428
-104,145,-6.60561
-103,145,-6.61613
-102,145,-6.62584
-101,145,-6.6347
-100,145,-6.64271
-99,145,-6.64984
-98,145,-6.65609
-97,145,-6.66143
-96,145,-6.66585
-95,145,-6.66935
-94,145,-6.67192
-93,145,-6.67355
-92,145,-6.67423
-91,145,-6.67397
-90,145,-6.67276
-89,145,-6.6706
-88,145,-6.66749
-87,145,-6.66345
-86,145,-6.65847
-85,145,-6.65256
-84,145,-6.64574
-83,145,-6.63801
-82,145,-6.62938
-81,145,-6.61988
-80,145,-6.60952
-79,145,-6.59831
-78,145,-6.58627
-77,145,-6.57343
-76,145,-6.55981
-75,145,-6.54543
-74,145,-6.53031
-73,145,-6.51449
-72,145,-6.49798
-71,145,-6.48081
-70,145,-6.46302
-69,145,-6.44463
-68,145,-6.42568
-67,145,-6.40619
-66,145,-6.3862
-65,145,-6.36574
-64,145,-6.34484
-63,145,-6.32354
-62,145,-6.30186
-61,145,-6.27985
-60,145,-6.25754
-59,145,-6.23496
-58,145,-6.21214
-57,145,-6.18913
-56,145,-6.16595
-55,145,-6.14264
-54,145,-6.11924
-53,145,-6.09578
-52,145,-6.07229
-51,145,-6.04881
-50,145,-6.02538
-49,145,-6.00202
-48,145,-5.97878
-47,145,-5.95567
-46,145,-5.93275
-45,145,-5.91003
-44,145,-5.88755
-43,145,-5.86535
-42,145,-5.84345
-41,145,-5.82189
-40,145,-5.80069
-39,145,-5.77989
-38,145,-5.75951
-37,145,-5.73959
-36,145,-5.72015
-35,145,-5.70121
-34,145,-5.68281
-33,145,-5.66498
-32,145,-5.64773
-31,145,-5.63109
-30,145,-5.61509
-29,145,-5.59976
-28,145,-5.5851
-27,145,-5.57116
-26,145,-5.55794
-25,145,-5.54547
-24,145,-5.53376
-23,145,-5.52285
-22,145,-5.51274
-21,145,-5.50345
-20,145,-5.495
-19,145,-5.48741
-18,145,-5.48068
-17,145,-5.47484
-16,145,-5.4699
-15,145,-5.46587
-14,145,-5.46275
-13,145,-5.46057
-12,145,-5.45933
-11,145,-5.45903
-10,145,-5.4597
-9,145,-5.46132
-8,145,-5.46391
-7,145,-5.46747
-6,145,-5.472
-5,145,-5.47751
-4,145,-5.484
-3,145,-5.49147
-2,145,-5.49991
-1,145,-5.50933
0,145,-5.51973
1,145,-5.53109
2,145,-5.54342
3,145,-5.55671
4,145,-5.57095
5,145,-5.58613
6,145,-5.60225
7,145,-5.6193
8,145,-5.63726
9,145,-5.65613
10,145,-5.67589
11,145,-5.69654
12,145,-5.71804
13,145,-5.7404
14,145,-5.7636
15,145,-5.78762
16,145,-5.81244
17,145,-5.83804
18,145,-5.86441
19,145,-5.89153
20,145,-5.91938
21,145,-5.94794
22,145,-5.97718
23,145,-6.00708
24,145,-6.03763
25,145,-6.0688
26,145,-6.10056
27,145,-6.1329
28,145,-6.16578
29,145,-6.19919
30,145,-6.23309
31,145,-6.26746
32,145,-6.30228
33,145,-6.33752
34,145,-6.37314
35,145,-6.40912
36,145,-6.44544
37,145,-6.48206
38,145,-6.51895
39,145,-6.55609
40,145,-6.59344
41,145,-6.63097
42,145,-6.66865
43,145,-6.70645
44,145,-6.74433
45,145,-6.78227
46,145,-6.82022
47,145,-6.85816
48,145,-6.89604
49,145,-6.93384
50,145,-6.97151
51,145,-7.00902
52,145,-7.04634
53,145,-7.08342
54,145,-7.12024
55,145,-7.15674
56,145,-7.19289
57,145,-7.22865
58,145,-7.26398
59,145,-7.29885
60,145,-7.33321
61,145,-7.36702
62,145,-7.40023
63,145,-7.43282
64,145,-7.46474
65,145,-7.49594
66,145,-7.5264
67,145,-7.55605
68,145,-7.58488
69,145,-7.61283
70,145,-7.63987
71,145,-7.66596
72,145,-7.69106
73,145,-7.71513
74,145,-7.73814
75,145,-7.76005
76,145,-7.78084
77,145,-7.80045
78,145,-7.81887
79,145,-7.83607
80,145,-7.85201
81,145,-7.86667
82,145,-7.88003
83,145,-7.89206
84,145,-7.90274
85,145,-7.91206
86,145,-7.91999
87,145,-7.92652
88,145,-7.93164
89,145,-7.93534
90,145,-7.93762
91,145,-7.93846
92,145,-7.93786
93,145,-7.93584
94,145,-7.93237
95,145,-7.92748
96,145,-7.92117
97,145,-7.91345
98,145,-7.90432
99,145,-7.89381
100,145,-7.88193
101,145,-7.86869
102,145,-7.85412
103,145,-7.83824
104,145,-7.82108
105,145,-7.80265
106,145,-7.78299
107,145,-7.76213
108,145,-7.74009
109,145,-7.71691
110,145,-7.69262
111,145,-7.66726
112,145,-7.64087
113,145,-7.61347
114,145,-7.58511
115,145,-7.55582
116,145,-7.52565
117,145,-7.49464
118,145,-7.46282
119,145,-7.43024
120,145,-7.39694
121,145,-7.36296
122,145,-7.32835
123,145,-7.29315
124,145,-7.25739
125,145,-7.22114
126,145,-7.18442
127,145,-7.14728
128,145,-7.10976
129,145,-7.07192
130,145,-7.03378
131,145,-6.99541
132,145,-6.95683
133,145,-6.91809
134,145,-6.87924
135,145,-6.84031
136,145,-6.80135
137,145,-6.7624
138,145,-6.72351
139,145,-6.68471
140,145,-6.64604
141,145,-6.60754
142,145,-6.56926
143,145,-6.53123
144,145,-6.49348
145,145,-6.45607
146,145,-6.41902
147,145,-6.38237
148,145,-6.34616
149,145,-6.31042
150,145,-6.27518
151,145,-6.24048
152,145,-6.20635
153,145,-6.17282
154,145,-6.13992
155,145,-6.10768
156,145,-6.07614
157,145,-6.0453
158,145,-6.01521
159,145,-5.98589
160,145,-5.95735
161,145,-5.92964
162,145,-5.90275
163,145,-5.87672
164,145,-5.85157
165,145,-5.82731
166,145,-5.80397
167,145,-5.78155
168,145,-5.76007
169,145,-5.73954
170,145,-5.71998
171,145,-5.7014
172,145,-5.6838
173,145,-5.6672
174,145,-5.65161
175,145,-5.63702
176,145,-5.62344
177,145,-5.61088
178,145,-5.59934
179,145,-5.58881
180,145,-5.57931
-180,146,-5.35616
-179,146,-5.34786
-178,146,-5.34054
-177,146,-5.33419
-176,146,-5.32879
-175,146,-5.32436
-174,146,-5.32088
-173,146,-5.31834
-172,146,-5.31673
-171,146,-5.31605
-170,146,-5.31629
-169,146,-5.31743
-168,146,-5.31947
-167,146,-5.32239
-166,146,-5.32617
-165,146,-5.33081
-164,146,-5.33628
-163,146,-5.34258
-162,146,-5.34968
-161,146,-5.35757
-160,146,-5.36623
-159,146,-5.37564
-158,146,-5.38579
-157,146,-5.39665
-156,146,-5.4082
-155,146,-5.42042
-154,146,-5.43329
-153,146,-5.4468
-152,146,-5.4609
-151,146,-5.4756
-150,146,-5.49085
-149,146,-5.50664
-148,146,-5.52294
-147,146,-5.53973
-146,146,-5.55698
-145,146,-5.57467
-144,146,-5.59278
-143,146,-5.61126
-142,146,-5.63011
-141,146,-5.64929
-140,146,-5.66877
-139,146,-5.68853
-138,146,-5.70854
-137,146,-5.72877
-136,146,-5.7492
-135,146,-5.76978
-134,146,-5.79051
-133,146,-5.81133
-132,146,-5.83223
-131,146,-5.85318
-130,146,-5.87414
-129,146,-5.89509
-128,146,-5.91599
-127,146,-5.93681
-126,146,-5.95753
-125,146,-5.97811
-124,146,-5.99851
-123,146,-6.01872
-122,146,-6.03869
-121,146,-6.0584
-120,146,-6.07782
-119,146,-6.09691
-118,146,-6.11564
-117,146,-6.13399
-116,146,-6.15192
-115,146,-6.16941
-114,146,-6.18642
-113,146,-6.20292
-112,146,-6.21889
-111,146,-6.2343
-110,146,-6.24912
-109,146,-6.26333
-108,146,-6.27689
-107,146,-6.28979
-106,146,-6.302
-105,146,-6.3135
-104,146,-6.32427
-103,146,-6.33428
-102,146,-6.34352
-101,146,-6.35197
-100,146,-6.35961
-99,146,-6.36642
-98,146,-6.3724
-97,146,-6.37753
-96,146,-6.3818
-95,146,-6.38519
-94,146,-6.38771
-93,146,-6.38935
-92,146,-6.39009
-91,146,-6.38994
-90,146,-6.38891
-89,146,-6.38697
-88,146,-6.38415
-87,146,-6.38044
-86,146,-6.37585
-85,146,-6.37039
-84,146,-6.36406
-83,146,-6.35687
-82,146,-6.34885
-81,146,-6.33999
-80,146,-6.33032
-79,146,-6.31985
-78,146,-6.3086
-77,146,-6.29659
-76,146,-6.28383
-75,146,-6.27036
-74,146,-6.25619
-73,146,-6.24135
-72,146,-6.22586
-71,146,-6.20974
-70,146,-6.19304
-69,146,-6.17576
-68,146,-6.15794
-67,146,-6.13962
-66,146,-6.12081
-65,146,-6.10155
-64,146,-6.08187
-63,146,-6.06181
-62,146,-6.04138
-61,146,-6.02064
-60,146,-5.9996
-59,146,-5.9783
-58,146,-5.95677
-57,146,-5.93505
-56,146,-5.91317
-55,146,-5.89116
-54,146,-5.86905
-53,146,-5.84688
-52,146,-5.82469
-51,146,-5.80249
-50,146,-5.78033
-49,146,-5.75823
-48,146,-5.73624
-47,146,-5.71437
-46,146,-5.69267
-45,146,-5.67116
-44,146,-5.64987
-43,146,-5.62884
-42,146,-5.6081
-41,146,-5.58766
-40,146,-5.56757
-39,146,-5.54785
-38,146,-5.52854
-37,146,-5.50964
-36,146,-5.49121
-35,146,-5.47325
-34,146,-5.4558
-33,146,-5.43888
-32,146,-5.42252
-31,146,-5.40674
-30,146,-5.39156
-29,146,-5.37701
-28,146,-5.36311
-27,146,-5.34988
-26,146,-5.33735
-25,146,-5.32552
-24,146,-5.31443
-23,146,-5.30408
-22,146,-5.29451
-21,146,-5.28571
-20,146,-5.27772
-19,146,-5.27054
-18,146,-5.2642
-17,146,-5.2587
-16,146,-5.25405
-15,146,-5.25028
-14,146,-5.24738
-13,146,-5.24537
-12,146,-5.24426
-11,146,-5.24406
-10,146,-5.24477
-9,146,-5.24641
-8,146,-5.24897
-7,146,-5.25246
-6,146,-5.25688
-5,146,-5.26224
-4,146,-5.26854
-3,146,-5.27578
-2,146,-5.28395
-1,146,-5.29306
0,146,-5.30311
1,146,-5.31408
2,146,-5.32599
3,146,-5.33881
4,146,-5.35255
5,146,-5.3672
6,146,-5.38275
7,146,-5.39919
8,146,-5.41651
9,146,-5.4347
10,146,-5.45375
11,146,-5.47365
12,146,-5.49438
13,146,-5.51594
14,146,-5.5383
15,146,-5.56144
16,146,-5.58537
17,146,-5.61005
18,146,-5.63546
19,146,-5.6616
20,146,-5.68844
21,146,-5.71596
22,146,-5.74414
23,146,-5.77297
24,146,-5.80241
25,146,-5.83244
26,146,-5.86306
27,146,-5.89422
28,146,-5.92591
29,146,-5.9581
30,146,-5.99077
31,146,-6.02389
32,146,-6.05743
33,146,-6.09138
34,146,-6.1257
35,146,-6.16036
36,146,-6.19534
37,146,-6.23061
38,146,-6.26614
39,146,-6.3019
40,146,-6.33786
41,146,-6.374
42,146,-6.41027
43,146,-6.44664
44,146,-6.4831
45,146,-6.51959
46,146,-6.5561
47,146,-6.59259
48,146,-6.62902
49,146,-6.66535
50,146,-6.70156
51,146,-6.73761
52,146,-6.77347
53,146,-6.80909
54,146,-6.84444
55,146,-6.87948
56,146,-6.91418
57,146,-6.94849
58,146,-6.98239
59,146,-7.01583
60,146,-7.04876
61,146,-7.08117
62,146,-7.113
63,146,-7.14421
64,146,-7.17477
65,146,-7.20464
66,146,-7.23378
67,146,-7.26215
68,146,-7.28971
69,146,-7.31643
70,146,-7.34227
71,146,-7.36719
72,146,-7.39115
73,146,-7.41413
74,146,-7.43608
75,146,-7.45698
76,146,-7.47678
77,146,-7.49547
78,146,-7.51301
79,146,-7.52937
80,146,-7.54453
81,146,-7.55846
82,146,-7.57114
83,146,-7.58255
84,146,-7.59266
85,146,-7.60147
86,146,-7.60895
87,146,-7.61509
88,146,-7.61988
89,146,-7.62332
90,146,-7.62538
91,146,-7.62608
92,146,-7.6254
93,146,-7.62335
94,146,-7.61993
95,146,-7.61515
96,146,-7.609
97,146,-7.6015
98,146,-7.59266
99,146,-7.58249
100,146,-7.57102
101,146,-7.55824
102,146,-7.54419
103,146,-7.52889
104,146,-7.51235
105,146,-7.49461
106,146,-7.47568
107,146,-7.4556
108,146,-7.43439
109,146,-7.41209
110,146,-7.38873
111,146,-7.36434
112,146,-7.33896
113,146,-7.31261
114,146,-7.28534
115,146,-7.25718
116,146,-7.22818
117,146,-7.19836
118,146,-7.16778
119,146,-7.13646
120,146,-7.10445
121,146,-7.07179
122,146,-7.03852
123,146,-7.00468
124,146,-6.97032
125,146,-6.93547
126,146,-6.90017
127,146,-6.86448
128,146,-6.82842
129,146,-6.79205
130,146,-6.7554
131,146,-6.71852
132,146,-6.68145
133,146,-6.64422
134,146,-6.60689
135,146,-6.56948
136,146,-6.53204
137,146,-6.49462
138,146,-6.45725
139,146,-6.41996
140,146,-6.38281
141,146,-6.34582
142,146,-6.30904
143,146,-6.2725
144,146,-6.23624
145,146,-6.20029
146,146,-6.16469
147,146,-6.12948
148,146,-6.09469
149,146,-6.06035
150,146,-6.02649
151,146,-5.99314
152,146,-5.96035
153,146,-5.92812
154,146,-5.8965
155,146,-5.86552
156,146,-5.83519
157,146,-5.80555
158,146,-5.77662
159,146,-5.74842
160,146,-5.72098
161,146,-5.69431
162,146,-5.66845
163,146,-5.6434
164,146,-5.61919
165,146,-5.59584
166,146,-5.57335
167,146,-5.55175
168,146,-5.53105
169,146,-5.51126
170,146,-5.49239
171,146,-5.47445
172,146,-5.45746
173,146,-5.44142
174,146,-5.42633
175,146,-5.41221
176,146,-5.39906
177,146,-5.38687
178,146,-5.37566
179,146,-5.36542
180,146,-5.35616
-180,147,-5.13762
-179,147,-5.12953
-178,147,-5.12236
-177,147,-5.11612
-176,147,-5.1108
-175,147,-5.10639
-174,147,-5.10288
-173,147,-5.10028
-172,147,-5.09856
-171,147,-5.09773
-170,147,-5.09777
-169,147,-5.09868
-168,147,-5.10044
-167,147,-5.10304
-166,147,-5.10646
-165,147,-5.1107
-164,147,-5.11574
-163,147,-5.12156
-162,147,-5.12815
-161,147,-5.1355
-160,147,-5.14358
-159,147,-5.15237
-158,147,-5.16187
-157,147,-5.17205
-156,147,-5.18289
-155,147,-5.19437
-154,147,-5.20647
-153,147,-5.21918
-152,147,-5.23246
-151,147,-5.2463
-150,147,-5.26067
-149,147,-5.27556
-148,147,-5.29094
-147,147,-5.30678
-146,147,-5.32307
-145,147,-5.33977
-144,147,-5.35687
-143,147,-5.37434
-142,147,-5.39215
-141,147,-5.41027
-140,147,-5.42869
-139,147,-5.44737
-138,147,-5.46629
-137,147,-5.48542
-136,147,-5.50473
-135,147,-5.5242
-134,147,-5.5438
-133,147,-5.5635
-132,147,-5.58327
-131,147,-5.60308
-130,147,-5.62291
-129,147,-5.64273
-128,147,-5.6625
-127,147,-5.6822
-126,147,-5.70179
-125,147,-5.72126
-124,147,-5.74056
-123,147,-5.75967
-122,147,-5.77856
-121,147,-5.79721
-120,147,-5.81557
-119,147,-5.83363
-118,147,-5.85135
-117,147,-5.86871
-116,147,-5.88567
-115,147,-5.90221
-114,147,-5.9183
-113,147,-5.93392
-112,147,-5.94903
-111,147,-5.96361
-110,147,-5.97764
-109,147,-5.99108
-108,147,-6.00393
-107,147,-6.01615
-106,147,-6.02772
-105,147,-6.03862
-104,147,-6.04883
-103,147,-6.05833
-102,147,-6.0671
-101,147,-6.07513
-100,147,-6.0824
-99,147,-6.08889
-98,147,-6.0946
-97,147,-6.09951
-96,147,-6.10361
-95,147,-6.10689
-94,147,-6.10935
-93,147,-6.11097
-92,147,-6.11176
-91,147,-6.11172
-90,147,-6.11083
-89,147,-6.1091
-88,147,-6.10654
-87,147,-6.10314
-86,147,-6.09891
-85,147,-6.09386
-84,147,-6.088
-83,147,-6.08133
-82,147,-6.07387
-81,147,-6.06562
-80,147,-6.05661
-79,147,-6.04684
-78,147,-6.03634
-77,147,-6.02512
-76,147,-6.0132
-75,147,-6.00059
-74,147,-5.98733
-73,147,-5.97343
-72,147,-5.95892
-71,147,-5.94382
-70,147,-5.92815
-69,147,-5.91194
-68,147,-5.89522
-67,147,-5.87802
-66,147,-5.86035
-65,147,-5.84226
-64,147,-5.82377
-63,147,-5.8049
-62,147,-5.78569
-61,147,-5.76618
-60,147,-5.74637
-59,147,-5.72632
-58,147,-5.70605
-57,147,-5.68559
-56,147,-5.66497
-55,147,-5.64423
-54,147,-5.62339
-53,147,-5.60248
-52,147,-5.58154
-51,147,-5.5606
-50,147,-5.53968
-49,147,-5.51883
-48,147,-5.49806
-47,147,-5.47741
-46,147,-5.45691
-45,147,-5.43659
-44,147,-5.41648
-43,147,-5.3966
-42,147,-5.37699
-41,147,-5.35767
-40,147,-5.33867
-39,147,-5.32003
-38,147,-5.30175
-37,147,-5.28388
-36,147,-5.26644
-35,147,-5.24945
-34,147,-5.23294
-33,147,-5.21694
-32,147,-5.20146
-31,147,-5.18653
-30,147,-5.17217
-29,147,-5.15841
-28,147,-5.14526
-27,147,-5.13275
-26,147,-5.12089
-25,147,-5.10972
-24,147,-5.09923
-23,147,-5.08946
-22,147,-5.08042
-21,147,-5.07213
-20,147,-5.0646
-19,147,-5.05784
-18,147,-5.05188
-17,147,-5.04672
-16,147,-5.04237
-15,147,-5.03886
-14,147,-5.03618
-13,147,-5.03435
-12,147,-5.03338
-11,147,-5.03328
-10,147,-5.03405
-9,147,-5.0357
-8,147,-5.03823
-7,147,-5.04166
-6,147,-5.04597
-5,147,-5.05118
-4,147,-5.05729
-3,147,-5.0643
-2,147,-5.0722
-1,147,-5.081
0,147,-5.0907
1,147,-5.10129
2,147,-5.11276
3,147,-5.12512
4,147,-5.13835
5,147,-5.15246
6,147,-5.16743
7,147,-5.18325
8,147,-5.19992
9,147,-5.21743
10,147,-5.23576
11,147,-5.2549
12,147,-5.27485
13,147,-5.29558
14,147,-5.31708
15,147,-5.33934
16,147,-5.36235
17,147,-5.38608
18,147,-5.41052
19,147,-5.43566
20,147,-5.46146
21,147,-5.48792
22,147,-5.51502
23,147,-5.54273
24,147,-5.57104
25,147,-5.59992
26,147,-5.62934
27,147,-5.6593
28,147,-5.68976
29,147,-5.7207
30,147,-5.7521
31,147,-5.78393
32,147,-5.81617
33,147,-5.84879
34,147,-5.88177
35,147,-5.91507
36,147,-5.94868
37,147,-5.98256
38,147,-6.01668
39,147,-6.05103
40,147,-6.08556
41,147,-6.12025
42,147,-6.15506
43,147,-6.18998
44,147,-6.22496
45,147,-6.25998
46,147,-6.295
47,147,-6.33
48,147,-6.36493
49,147,-6.39976
50,147,-6.43447
51,147,-6.46902
52,147,-6.50337
53,147,-6.53748
54,147,-6.57133
55,147,-6.60488
56,147,-6.63808
57,147,-6.67092
58,147,-6.70334
59,147,-6.73531
60,147,-6.7668
61,147,-6.79776
62,147,-6.82817
63,147,-6.85798
64,147,-6.88715
65,147,-6.91566
66,147,-6.94346
67,147,-6.97052
68,147,-6.99679
69,147,-7.02226
70,147,-7.04687
71,147,-7.0706
72,147,-7.09341
73,147,-7.11527
74,147,-7.13615
75,147,-7.15601
76,147,-7.17483
77,147,-7.19258
78,147,-7.20922
79,147,-7.22474
80,147,-7.23911
81,147,-7.2523
82,147,-7.2643
83,147,-7.27508
84,147,-7.28463
85,147,-7.29292
86,147,-7.29995
87,147,-7.30571
88,147,-7.31017
89,147,-7.31334
90,147,-7.31521
91,147,-7.31577
92,147,-7.31502
93,147,-7.31296
94,147,-7.30959
95,147,-7.30492
96,147,-7.29895
97,147,-7.2917
98,147,-7.28316
99,147,-7.27336
100,147,-7.26231
101,147,-7.25002
102,147,-7.23652
103,147,-7.22181
104,147,-7.20593
105,147,-7.1889
106,147,-7.17074
107,147,-7.15148
108,147,-7.13114
109,147,-7.10976
110,147,-7.08736
111,147,-7.06398
112,147,-7.03964
113,147,-7.01439
114,147,-6.98826
115,147,-6.96127
116,147,-6.93348
117,147,-6.90491
118,147,-6.8756
119,147,-6.84559
120,147,-6.81491
121,147,-6.78362
122,147,-6.75174
123,147,-6.71932
124,147,-6.68639
125,147,-6.65299
126,147,-6.61918
127,147,-6.58497
128,147,-6.55043
129,147,-6.51558
130,147,-6.48046
131,147,-6.44512
132,147,-6.40959
133,147,-6.37392
134,147,-6.33815
135,147,-6.30231
136,147,-6.26644
137,147,-6.23058
138,147,-6.19476
139,147,-6.15904
140,147,-6.12343
141,147,-6.08799
142,147,-6.05274
143,147,-6.01773
144,147,-5.98298
145,147,-5.94853
146,147,-5.91441
147,147,-5.88067
148,147,-5.84732
149,147,-5.8144
150,147,-5.78195
151,147,-5.74998
152,147,-5.71854
153,147,-5.68765
154,147,-5.65733
155,147,-5.62762
156,147,-5.59853
157,147,-5.5701
158,147,-5.54235
159,147,-5.51529
160,147,-5.48896
161,147,-5.46336
162,147,-5.43853
163,147,-5.41448
164,147,-5.39123
165,147,-5.36879
166,147,-5.34718
167,147,-5.32641
168,147,-5.3065
169,147,-5.28745
170,147,-5.26929
171,147,-5.25202
172,147,-5.23564
173,147,-5.22017
174,147,-5.20561
175,147,-5.19196
176,147,-5.17924
177,147,-5.16744
178,147,-5.15657
179,147,-5.14663
180,147,-5.13762
-180,148,-4.92422
-179,148,-4.91635
-178,148,-4.90935
-177,148,-4.90324
-176,148,-4.89799
-175,148,-4.89361
-174,148,-4.8901
-173,148,-4.88744
-172,148,-4.88563
-171,148,-4.88466
-170,148,-4.88452
-169,148,-4.88521
-168,148,-4.8867
-167,148,-4.88899
-166,148,-4.89207
-165,148,-4.89593
-164,148,-4.90055
-163,148,-4.90591
-162,148,-4.91201
-161,148,-4.91882
-160,148,-4.92634
-159,148,-4.93454
